10944750	13451	0	06/04
10944750	13451	2	06/04
10944750	13451	2	06/04
10944750	13451	0	06/04
10944750	13451	0	06/04
10944750	13451	0	06/04
10944750	13451	0	06/04
10944750	13451	0	06/04
10944750	21110	0	06/07
10944750	8689	0	05/02
10944750	8689	2	05/02
10944750	8689	2	05/02
10944750	8689	0	05/02
10944750	8689	0	05/02
10944750	26619	0	06/28
10944750	5185	0	07/10
10944750	18575	0	05/02
10944750	23662	0	06/19
10944750	23662	0	06/19
10944750	15761	0	04/24
10944750	15761	0	04/24
10944750	15761	0	04/24
10944750	15761	0	04/24
10944750	19673	0	07/05
10944750	19673	0	07/05
10944750	19673	0	07/05
10944750	19673	0	07/05
10944750	19673	0	07/04
10944750	19673	0	07/04
10944750	19673	1	07/05
10944750	15315	0	06/01
10944750	15315	0	06/01
10944750	15980	0	05/02
10944750	1996	0	05/02
10944750	1996	0	05/02
10944750	1996	0	05/02
10944750	1996	0	05/02
10944750	13779	0	07/08
10944750	21501	0	07/07
10944750	21501	0	07/07
10944750	21501	0	07/07
10944750	21501	0	07/07
10944750	23251	0	06/14
10944750	23251	0	06/14
10944750	23251	0	06/14
10944750	11465	0	06/28
10944750	6290	0	05/16
10944750	6290	0	05/20
10944750	6290	0	05/16
10944750	14580	0	05/02
10944750	7373	0	06/11
10944750	7373	0	06/11
10944750	7373	0	06/11
10944750	7373	0	06/11
10944750	4078	0	05/15
10944750	8628	0	06/10
10944750	8628	0	06/10
10944750	8628	0	06/10
10944750	8628	0	06/10
10944750	8628	0	06/10
10944750	25687	0	05/08
10944750	25687	0	06/06
10944750	25687	0	05/08
10944750	25687	0	05/08
10944750	25687	0	07/02
10944750	25687	0	05/15
10944750	25687	0	07/02
10944750	25687	0	05/15
10944750	25687	0	05/17
10944750	25687	0	05/08
10944750	25687	0	05/08
10944750	25687	0	05/15
10944750	25687	0	05/08
10944750	25687	0	05/08
10944750	25687	0	05/08
10944750	25687	0	05/08
10944750	25687	0	07/02
10944750	25687	0	06/15
10944750	25687	0	06/15
10944750	25687	0	07/02
10944750	25687	2	05/08
10944750	25687	0	07/02
10944750	25687	0	05/17
10944750	25687	0	05/15
10944750	25687	0	06/15
10944750	25687	0	05/17
10944750	25687	0	06/06
10944750	25687	0	05/08
10944750	25687	0	05/15
10944750	9817	0	06/11
10944750	9817	0	06/11
10944750	23564	0	07/02
10944750	29547	0	07/09
10944750	29547	0	07/09
10944750	29547	0	07/09
10944750	12055	0	07/02
10944750	12055	0	07/02
10944750	12055	0	07/02
10944750	12055	0	07/02
10944750	3631	0	05/24
10944750	1461	0	06/10
10944750	1461	0	06/10
10944750	1461	0	06/09
10944750	1461	0	06/10
10944750	1461	0	06/09
10944750	1461	0	06/10
10944750	1461	0	06/10
10944750	1461	0	06/10
10944750	1461	0	06/10
10944750	1461	0	06/09
10944750	1461	0	06/10
10944750	1461	0	06/10
10944750	1461	0	06/10
10944750	1461	0	06/10
10944750	19414	0	06/28
10944750	24869	0	04/18
10944750	7150	0	06/07
10944750	7150	1	06/07
10944750	7150	0	06/07
10944750	5357	0	05/08
10944750	6294	0	07/13
10944750	6294	0	07/13
10944750	6294	0	07/13
10944750	7737	0	05/30
10944750	11638	0	05/08
10944750	11026	0	05/02
10944750	10480	0	05/02
10944750	10480	0	05/02
10944750	10970	0	07/03
10944750	10970	0	07/03
10944750	8719	0	06/06
10944750	8719	0	05/01
10944750	8719	0	06/06
10944750	8719	0	05/01
10944750	8719	0	05/01
10944750	8719	0	06/06
10944750	8719	0	07/03
10944750	1472	0	05/02
10944750	21672	0	06/23
10944750	13592	0	07/02
10944750	13592	0	07/02
10944750	13592	0	07/02
10944750	12490	0	06/11
10944750	12490	0	06/11
10944750	12490	0	06/11
10944750	11776	0	06/24
10944750	28504	0	05/24
10944750	6918	0	07/10
10944750	6918	0	07/10
10944750	6918	0	07/10
